TrendingID,TrendingDate,PeakRank,AppearancesOnChart,ConsecutiveAppearancesOnChart
2653,,149,52,5
2654,,9,63,6
2655,,12,37,37
2656,,123,26,11
2657,,198,1,1
2658,,4,38,38
2659,,200,1,1
2660,,17,6,6
2661,,55,3,3
2662,,153,1,1
2663,,158,1,1
2664,,64,2,2
2665,,166,1,1
2666,,170,1,1
2667,,54,7,7
2668,,175,1,1
2669,,180,1,1
2670,,24,25,25
2671,,91,26,26
2672,,152,23,10
2673,,61,26,2
2674,,112,28,10
2675,,74,1,1
2676,,40,6,6
2677,,45,13,13
2678,,38,2,2
2679,,25,23,23
2680,,42,12,1
2681,,8,3,3
2682,,46,19,19
2683,,35,27,27
2684,,2,70,10
2685,,1,172,1
2686,,185,1,1
2687,,4,121,9
2688,,33,12,9
2689,,5,54,2
2690,,49,22,22
2691,,20,5,2
2692,,86,9,9
2693,,140,1,1
2694,,144,1,1
2695,,12,21,21
2696,,50,5,5
2697,,62,17,9
2698,,173,5,5
2699,,128,3,1
2700,,177,7,7
2701,,37,25,25
2702,,14,5,1
2703,,1,90,9
2704,,8,17,17
2705,,20,4,1
2706,,14,32,32
2707,,83,11,11
2708,,17,15,15
2709,,22,32,32
2710,,61,13,13
2711,,151,7,1
2712,,2,134,5
2713,,58,128,1
2714,,2,46,46
2715,,167,2,2
2716,,9,46,8
2717,,152,98,1
2718,,24,66,7
2719,,28,4,4
2720,,76,15,15
2721,,27,4,4
2722,,19,3,3
2723,,152,1,1
2724,,157,4,1
2725,,89,2,2
2726,,14,26,26
2727,,175,1,1
2728,,140,4,4
2729,,167,2,2
2730,,162,3,3
2731,,4,28,1
2732,,20,15,15
2733,,12,123,6
2734,,174,3,1
2735,,47,25,25
2736,,99,3,3
2737,,176,1,1
2738,,55,4,4
2739,,103,12,4
2740,,45,20,20
2741,,83,4,4
2742,,13,38,38
2743,,137,1,1
2744,,132,9,9
2745,,90,4,3
2746,,66,2,2
2747,,121,7,7
2748,,42,17,4
2749,,190,3,1
2750,,116,8,5
2751,,10,7,7
2752,,37,35,5
2753,,73,6,6
2754,,138,1,1
2755,,177,1,1
2756,,42,11,11
2757,,108,4,4
2758,,191,1,1
2759,,41,39,4
2760,,6,15,4
2761,,17,31,4
2762,,46,12,12
2763,,82,1,1
2764,,45,17,17
2765,,67,13,13
2766,,158,1,1
2767,,168,1,1
2768,,53,5,1
2769,,21,7,7
2770,,65,10,10
2771,,17,25,2
2772,,188,1,1
2773,,190,1,1
2774,,117,10,3
2775,,5,19,3
2776,,22,32,2
2777,,76,8,2
2778,,149,1,1
2779,,15,4,4
2780,,13,44,1
2781,,171,2,2
2782,,2,117,1
2783,,61,39,1
2784,,183,2,2
2785,,49,4,4
2786,,27,55,1
2787,,68,8,1
2788,,158,5,1
2789,,114,1,1
2790,,54,3,3
2791,,166,11,1
2792,,197,1,1
2793,,107,1,1
2794,,22,2,2
2795,,19,2,2
2796,,74,7,1
2797,,113,3,1
2798,,140,1,1
2799,,150,1,1
2800,,94,6,1
2801,,160,1,1
2802,,145,3,1
2803,,78,4,1
2804,,163,2,1
2805,,24,2,2
2806,,197,1,1
2807,,28,1,1
2808,,34,1,1
2809,,38,1,1
2810,,39,1,1
2811,,43,1,1
2812,,45,1,1
2813,,53,1,1
2814,,57,1,1
2815,,70,1,1
2816,,74,1,1
2817,,97,1,1
2818,,126,1,1
2819,,129,1,1
2820,,139,1,1
2821,,147,1,1
2822,,152,1,1
2823,,17,3,3
2824,,183,1,1
2825,,185,1,1
2826,,74,1,1
2827,,104,1,1
2828,,62,7,7
2829,,138,1,1
2830,,15,24,24
2831,,29,2,2
2832,,167,1,1
2833,,18,3,3
2834,,46,14,14
2835,,9,39,2
2836,,43,2,2
2837,,60,17,1
2838,,180,2,2
2839,,35,5,5
2840,,7,2,2
2841,,41,1,1
2842,,44,1,1
2843,,48,1,1
2844,,53,1,1
2845,,12,9,9
2846,,59,1,1
2847,,63,1,1
2848,,35,12,2
2849,,66,1,1
2850,,15,16,2
2851,,16,2,2
2852,,24,2,2
2853,,26,2,2
2854,,27,2,2
2855,,151,5,1
2856,,171,1,1
2857,,172,1,1
2858,,157,5,5
2859,,63,24,1
2860,,1,4,4
2861,,11,1,1
2862,,3,50,50
2863,,14,15,15
2864,,78,1,1
2865,,105,1,1
2866,,124,1,1
2867,,82,11,11
2868,,139,1,1
2869,,21,14,1
2870,,162,1,1
2871,,88,12,12
2872,,19,20,20
2873,,174,1,1
2874,,36,22,22
2875,,140,3,3
2876,,7,16,16
2877,,22,8,8
2878,,41,7,1
2879,,188,1,1
2880,,192,1,1
2881,,24,8,8
2882,,105,23,23
2883,,5,56,3
2884,,87,11,11
2885,,129,14,14
2886,,9,28,18
2887,,2,13,13
2888,,3,49,49
2889,,95,1,1
2890,,8,17,1
2891,,86,19,19
2892,,74,3,3
2893,,41,34,34
2894,,140,5,5
2895,,153,1,1
2896,,117,4,4
2897,,20,3,3
2898,,52,4,4
2899,,124,3,2
2900,,144,4,4
2901,,168,1,1
2902,,157,4,4
2903,,22,18,18
2904,,25,3,3
2905,,32,25,25
2906,,95,74,2
2907,,162,4,4
2908,,29,4,4
2909,,76,14,14
2910,,92,10,10
2911,,5,12,1
2912,,163,4,4
2913,,22,18,18
2914,,84,2,2
2915,,38,2,2
2916,,140,4,4
2917,,31,2,2
2918,,42,2,2
2919,,168,1,1
2920,,49,12,12
2921,,119,11,11
2922,,85,12,12
2923,,25,6,6
2924,,41,19,19
2925,,49,2,2
2926,,59,2,2
2927,,3,71,1
2928,,29,32,32
2929,,42,30,30
2930,,14,37,37
2931,,39,5,5
2932,,51,1,1
2933,,65,1,1
2934,,66,1,1
2935,,74,2,2
2936,,132,2,2
2937,,7,76,1
2938,,91,2,2
2939,,176,1,1
2940,,38,7,7
2941,,133,8,8
2942,,23,27,26
2943,,14,6,6
2944,,1,1,1
2945,,42,6,6
2946,,91,1,1
2947,,11,4,4
2948,,126,1,1
2949,,82,8,8
2950,,1,87,1
2951,,151,4,4
2952,,19,28,28
2953,,137,2,2
2954,,56,7,7
2955,,1,27,27
2956,,37,14,14
2957,,170,25,3
2958,,26,27,27
2959,,32,23,3
2960,,197,1,1
2961,,27,62,3
2962,,68,18,18
2963,,35,3,3
2964,,165,1,1
2965,,89,9,9
2966,,32,3,3
2967,,109,2,2
2968,,15,21,21
2969,,135,15,15
2970,,18,34,34
2971,,192,1,1
2972,,69,22,22
2973,,54,29,29
2974,,77,41,1
2975,,66,60,1
2976,,46,2,2
2977,,159,1,1
2978,,12,32,32
2979,,53,2,2
2980,,49,3,3
2981,,59,3,3
2982,,110,12,12
2983,,81,16,16
2984,,11,46,1
2985,,65,1,1
2986,,68,1,1
2987,,77,1,1
2988,,84,1,1
2989,,131,1,1
2990,,138,1,1
2991,,139,1,1
2992,,68,16,16
2993,,141,1,1
2994,,89,7,7
2995,,153,1,1
2996,,77,2,2
2997,,179,1,1
2998,,106,5,5
2999,,190,1,1
3000,,197,1,1
3001,,5,5,5
3002,,4,14,14
3003,,58,4,1
3004,,97,1,1
3005,,99,2,1
3006,,116,1,1
3007,,123,1,1
3008,,126,1,1
3009,,145,1,1
3010,,50,6,1
3011,,112,5,5
3012,,31,3,1
3013,,86,8,8
3014,,171,1,1
3015,,177,1,1
3016,,164,4,3
3017,,24,5,5
3018,,14,12,12
3019,,188,1,1
3020,,76,17,17
3021,,26,35,35
3022,,65,5,5
3023,,63,7,7
3024,,64,17,17
3025,,150,13,13
3026,,158,1,1
3027,,159,1,1
3028,,10,22,22
3029,,9,11,11
3030,,181,1,1
3031,,23,21,21
3032,,4,20,20
3033,,12,34,34
3034,,194,1,1
3035,,197,1,1
3036,,6,98,1
3037,,9,5,5
3038,,41,25,25
3039,,83,2,2
3040,,65,3,3
3041,,72,2,2
3042,,65,8,8
3043,,167,1,1
3044,,112,2,2
3045,,122,27,27
3046,,53,4,1
3047,,68,13,13
3048,,183,1,1
3049,,150,5,5
3050,,21,29,29
3051,,142,4,4
3052,,75,14,14
3053,,13,21,21
3054,,106,1,1
3055,,112,1,1
3056,,115,1,1
3057,,157,1,1
3058,,91,3,3
3059,,71,3,3
3060,,152,3,3
3061,,122,9,9
3062,,82,2,2
3063,,112,10,2
3064,,103,12,12
3065,,5,7,7
3066,,9,48,48
3067,,172,4,4
3068,,86,8,8
3069,,17,12,12
3070,,36,10,10
3071,,115,2,2
3072,,4,17,17
3073,,148,1,1
3074,,53,3,3
3075,,71,12,12
3076,,185,1,1
3077,,27,36,36
3078,,174,4,4
3079,,111,11,10
3080,,5,11,1
3081,,113,4,4
3082,,14,46,4
3083,,117,16,16
3084,,2,1,1
3085,,43,2,2
3086,,145,1,1
3087,,22,6,1
3088,,106,4,4
3089,,8,8,8
3090,,56,21,21
3091,,177,1,1
3092,,188,1,1
3093,,37,47,47
3094,,72,4,1
3095,,124,64,4
3096,,8,120,23
3097,,8,5,5
3098,,33,3,3
3099,,9,52,52
3100,,151,1,1
3101,,10,4,4
3102,,59,6,6
3103,,122,23,23
3104,,79,13,2
3105,,77,14,14
3106,,74,5,5
3107,,55,4,2
3108,,100,15,15
3109,,176,3,3
3110,,126,5,5
3111,,189,2,2
3112,,17,4,4
3113,,31,58,5
3114,,185,7,7
3115,,50,22,22
3116,,2,84,2
3117,,13,3,3
3118,,15,3,3
3119,,18,3,3
3120,,24,3,3
3121,,157,1,1
3122,,20,3,3
3123,,170,1,1
3124,,50,21,21
3125,,180,1,1
3126,,50,6,6
3127,,170,5,5
3128,,16,20,1
3129,,6,97,2
3130,,13,29,1
3131,,4,4,4
3132,,7,4,4
3133,,9,4,4
3134,,14,4,4
3135,,10,15,15
3136,,8,5,5
3137,,29,2,2
3138,,33,2,2
3139,,41,2,2
3140,,140,1,1
3141,,141,1,1
3142,,144,1,1
3143,,149,1,1
3144,,47,2,2
3145,,25,4,4
3146,,134,2,2
3147,,171,1,1
3148,,26,20,20
3149,,179,3,3
3150,,42,24,24
3151,,86,5,5
3152,,33,30,30
3153,,50,20,20
3154,,101,72,1
3155,,3,33,33
3156,,82,1,1
3157,,99,1,1
3158,,104,1,1
3159,,134,1,1
3160,,147,1,1
3161,,163,1,1
3162,,37,3,3
3163,,50,4,4
3164,,161,2,2
3165,,174,1,1
3166,,35,6,3
3167,,27,3,3
3168,,24,3,3
3169,,31,20,20
3170,,47,7,7
3171,,195,1,1
3172,,196,1,1
3173,,14,10,10
3174,,23,1,1
3175,,60,6,6
3176,,43,2,2
3177,,46,2,2
3178,,36,2,2
3179,,49,2,2
3180,,44,2,2
3181,,129,4,4
3182,,45,2,2
3183,,3,60,60
3184,,49,23,23
3185,,169,1,1
3186,,5,21,21
3187,,20,6,6
3188,,2,68,68
3189,,67,2,2
3190,,2,53,53
3191,,29,36,36
3192,,6,23,23
3193,,2,29,29
3194,,29,28,28
3195,,69,19,19
3196,,2,54,1
3197,,23,43,43
3198,,21,31,31
3199,,10,1,1
3200,,78,1,1
3201,,112,1,1
3202,,113,1,1
3203,,129,1,1
3204,,57,3,3
3205,,53,2,2
3206,,164,1,1
3207,,139,2,2
3208,,174,2,2
3209,,105,13,13
3210,,64,3,2
3211,,4,56,56
3212,,79,2,2
3213,,9,10,10
3214,,58,1,1
3215,,63,1,1
3216,,76,5,5
3217,,88,1,1
3218,,95,1,1
3219,,100,1,1
3220,,114,1,1
3221,,117,1,1
3222,,10,11,11
3223,,121,1,1
3224,,138,1,1
3225,,72,8,8
3226,,56,4,4
3227,,158,1,1
3228,,7,19,19
3229,,177,2,2
3230,,20,59,59
3231,,189,1,1
3232,,8,143,3
3233,,148,41,4
3234,,158,9,9
3235,,1,114,5
3236,,185,9,1
3237,,140,2,1
3238,,90,2,2
3239,,72,2,2
3240,,123,1,1
3241,,70,14,14
3242,,52,7,7
3243,,142,3,3
3244,,32,16,16
3245,,67,5,5
3246,,166,1,1
3247,,169,1,1
3248,,2,70,70
3249,,29,159,27
3250,,9,99,4
3251,,5,55,55
3252,,25,9,9
3253,,189,1,1
3254,,36,21,21
3255,,26,31,31
3256,,145,7,7
3257,,5,21,1
3258,,5,35,4
3259,,1,37,37
3260,,2,100,1
3261,,47,8,8
3262,,83,1,1
3263,,86,1,1
3264,,104,1,1
3265,,101,4,4
3266,,131,1,1
3267,,134,1,1
3268,,113,2,2
3269,,84,15,15
3270,,13,14,5
3271,,93,2,2
3272,,145,5,5
3273,,14,62,3
3274,,129,4,4
3275,,125,15,15
3276,,7,75,3
3277,,27,9,9
3278,,76,1,1
3279,,9,36,36
3280,,97,1,1
3281,,43,3,3
3282,,139,1,1
3283,,143,1,1
3284,,21,15,15
3285,,79,11,11
3286,,154,6,6
3287,,25,12,12
3288,,48,6,6
3289,,10,30,30
3290,,43,12,12
3291,,15,27,2
3292,,22,12,12
3293,,34,8,8
3294,,81,1,1
3295,,86,1,1
3296,,129,2,2
3297,,134,1,1
3298,,139,1,1
3299,,27,8,8
3300,,1,19,2
3301,,28,37,37
3302,,60,5,5
3303,,4,50,1
3304,,27,21,21
3305,,7,53,1
3306,,51,4,4
3307,,10,121,1
3308,,9,70,1
3309,,66,11,1
3310,,30,9,9
3311,,52,1,1
3312,,53,1,1
3313,,58,1,1
3314,,74,1,1
3315,,75,1,1
3316,,77,1,1
3317,,79,1,1
3318,,80,1,1
3319,,87,1,1
3320,,86,3,3
3321,,91,1,1
3322,,93,1,1
3323,,106,1,1
3324,,114,1,1
3325,,131,1,1
3326,,180,1,1
3327,,183,1,1
3328,,188,1,1
3329,,63,7,1
3330,,78,2,2
3331,,99,2,1
3332,,45,4,4
3333,,1,1,1
3334,,44,2,2
3335,,55,1,1
3336,,83,1,1
3337,,90,1,1
3338,,92,1,1
3339,,13,10,1
3340,,123,1,1
3341,,124,1,1
3342,,139,1,1
3343,,2,45,45
3344,,2,47,47
3345,,59,3,3
3346,,92,2,2
3347,,56,3,3
3348,,159,1,1
3349,,62,4,4
3350,,16,20,20
3351,,43,9,9
3352,,54,14,14
3353,,98,8,8
3354,,31,47,22
3355,,38,72,5
3356,,74,22,22
3357,,120,7,7
3358,,197,1,1
3359,,199,1,1
3360,,44,20,20
3361,,105,1,1
3362,,12,3,3
3363,,110,1,1
3364,,105,10,1
3365,,149,10,8
3366,,173,1,1
3367,,179,1,1
3368,,82,2,2
3369,,126,9,8
3370,,196,1,1
3371,,131,26,21
3372,,3,18,18
3373,,83,1,1
3374,,116,1,1
3375,,130,1,1
3376,,131,1,1
3377,,71,2,2
3378,,69,2,2
3379,,77,27,22
3380,,49,2,2
3381,,173,2,1
3382,,42,12,12
3383,,177,1,1
3384,,3,22,3
3385,,4,95,20
3386,,23,21,21
3387,,7,43,43
3388,,4,13,13
3389,,46,1,1
3390,,51,1,1
3391,,53,1,1
3392,,55,1,1
3393,,67,1,1
3394,,68,1,1
3395,,70,1,1
3396,,73,1,1
3397,,84,1,1
3398,,89,1,1
3399,,25,6,6
3400,,40,4,4
3401,,29,15,15
3402,,85,2,2
3403,,32,5,5
3404,,37,13,13
3405,,1,104,5
3406,,103,4,4
3407,,58,3,3
3408,,32,3,3
3409,,109,5,4
3410,,139,8,8
3411,,38,19,18
3412,,2,4,4
3413,,112,1,1
3414,,24,27,1
3415,,151,1,1
3416,,166,1,1
3417,,47,15,15
3418,,183,1,1
3419,,80,18,18
3420,,27,31,2
3421,,46,37,7
3422,,109,9,4
3423,,74,23,20
3424,,59,3,3
3425,,78,1,1
3426,,99,1,1
3427,,102,1,1
3428,,156,1,1
3429,,16,8,8
3430,,162,1,1
3431,,80,3,3
3432,,63,6,6
3433,,180,1,1
3434,,128,3,3
3435,,51,50,5
3436,,163,5,5
3437,,38,2,2
3438,,32,2,2
3439,,101,1,1
3440,,127,1,1
3441,,128,1,1
3442,,172,1,1
3443,,30,9,9
3444,,86,5,5
3445,,28,34,4
3446,,190,2,2
3447,,194,2,2
3448,,105,9,9
3449,,192,3,3
3450,,29,24,2
3451,,15,8,8
3452,,46,5,5
3453,,103,4,2
3454,,29,6,6
3455,,24,3,3
3456,,191,2,2
3457,,56,21,1
3458,,69,2,2
3459,,47,31,1
3460,,70,1,1
3461,,71,1,1
3462,,92,1,1
3463,,27,2,2
3464,,21,2,2
3465,,118,1,1
3466,,122,1,1
3467,,132,1,1
3468,,28,2,2
3469,,136,1,1
3470,,36,2,2
3471,,35,2,2
3472,,37,2,2
3473,,161,1,1
3474,,44,5,5
3475,,85,8,8
3476,,187,1,1
3477,,46,15,1
3478,,4,21,21
3479,,18,8,8
3480,,51,1,1
3481,,68,1,1
3482,,87,1,1
3483,,88,1,1
3484,,103,1,1
3485,,134,1,1
3486,,15,3,3
3487,,31,3,3
3488,,113,7,7
3489,,18,15,15
3490,,163,1,1
3491,,65,13,12
3492,,42,5,5
3493,,183,1,1
3494,,63,4,4
3495,,81,3,3
3496,,130,3,3
3497,,45,4,4
3498,,55,4,4
3499,,1,16,16
3500,,5,18,18
3501,,27,3,3
3502,,7,5,5
3503,,33,10,10
3504,,61,1,1
3505,,68,1,1
3506,,104,1,1
3507,,36,2,2
3508,,114,1,1
3509,,70,3,3
3510,,126,1,1
3511,,126,2,2
3512,,77,17,14
3513,,57,3,3
3514,,147,1,1
3515,,149,1,1
3516,,153,1,1
3517,,69,3,3
3518,,158,1,1
3519,,4,17,17
3520,,163,1,1
3521,,81,3,3
3522,,139,12,12
3523,,44,20,20
3524,,37,18,18
3525,,177,1,1
3526,,113,2,2
3527,,51,2,2
3528,,184,1,1
3529,,53,2,2
3530,,188,1,1
3531,,52,2,2
3532,,19,9,9
3533,,192,1,1
3534,,24,30,30
3535,,66,3,3
3536,,198,1,1
3537,,99,12,1
3538,,55,6,6
3539,,60,1,1
3540,,61,1,1
3541,,64,1,1
3542,,68,1,1
3543,,73,1,1
3544,,93,1,1
3545,,102,1,1
3546,,46,2,2
3547,,122,1,1
3548,,26,15,15
3549,,140,1,1
3550,,141,1,1
3551,,34,3,3
3552,,99,2,2
3553,,108,3,3
3554,,65,2,2
3555,,159,1,1
3556,,167,1,1
3557,,18,43,1
3558,,53,4,4
3559,,105,6,6
3560,,104,2,2
3561,,114,5,5
3562,,10,35,35
3563,,10,87,1
3564,,30,21,1
3565,,149,5,5
3566,,50,20,20
3567,,12,9,9
3568,,53,24,24
3569,,27,13,1
3570,,49,1,1
3571,,106,1,1
3572,,123,1,1
3573,,75,6,1
3574,,47,2,2
3575,,151,1,1
3576,,91,15,15
3577,,108,2,2
3578,,139,9,9
3579,,25,20,20
3580,,18,12,12
3581,,103,2,2
3582,,123,8,6
3583,,36,15,15
3584,,128,2,2
3585,,58,2,2
3586,,184,1,1
3587,,185,1,1
3588,,103,7,7
3589,,15,34,1
3590,,4,35,6
3591,,52,24,24
3592,,8,43,43
3593,,19,23,23
3594,,16,45,45
3595,,2,58,58
3596,,15,2,2
3597,,10,14,14
3598,,42,1,1
3599,,54,1,1
3600,,56,1,1
3601,,67,1,1
3602,,74,1,1
3603,,75,1,1
3604,,79,1,1
3605,,84,1,1
3606,,56,16,16
3607,,104,1,1
3608,,109,1,1
3609,,120,1,1
3610,,154,4,1
3611,,128,9,9
3612,,11,30,5
3613,,155,4,1
3614,,182,1,1
3615,,48,22,22
3616,,77,23,5
3617,,186,1,1
3618,,60,25,25
3619,,27,29,29
3620,,21,33,5
3621,,196,1,1
3622,,31,2,2
3623,,57,1,1
3624,,61,1,1
3625,,64,1,1
3626,,65,1,1
3627,,45,3,3
3628,,79,1,1
3629,,31,2,2
3630,,85,1,1
3631,,86,1,1
3632,,96,1,1
3633,,103,1,1
3634,,116,1,1
3635,,122,1,1
3636,,135,1,1
3637,,19,5,5
3638,,139,1,1
3639,,141,1,1
3640,,67,2,2
3641,,160,1,1
3642,,164,1,1
3643,,80,4,4
3644,,68,3,3
3645,,175,1,1
3646,,14,6,6
3647,,3,36,4
3648,,61,3,3
3649,,187,1,1
3650,,193,1,1
3651,,15,34,4
3652,,1,117,2
3653,,7,1,1
3654,,2,6,6
3655,,105,1,1
3656,,45,14,14
3657,,120,1,1
3658,,16,7,7
3659,,29,16,16
3660,,70,2,2
3661,,155,1,1
3662,,45,2,2
3663,,20,26,26
3664,,85,21,7
3665,,6,21,2
3666,,157,11,7
3667,,10,35,35
3668,,54,8,8
3669,,26,42,42
3670,,30,46,46
3671,,31,34,7
3672,,51,5,5
3673,,10,51,3
3674,,75,5,5
3675,,33,15,15
3676,,192,1,1
3677,,2,55,55
3678,,2,55,7
3679,,11,29,29
3680,,103,1,1
3681,,113,5,5
3682,,128,1,1
3683,,22,3,3
3684,,136,1,1
3685,,120,3,3
3686,,76,3,3
3687,,31,21,21
3688,,183,1,1
3689,,131,10,6
3690,,22,22,22
3691,,11,56,1
3692,,2,30,1
3693,,7,32,2
3694,,27,12,12
3695,,67,46,2
3696,,6,35,2
3697,,32,22,22
3698,,26,2,2
3699,,30,2,2
3700,,38,2,2
3701,,99,7,7
3702,,32,2,2
3703,,129,1,1
3704,,44,2,2
3705,,164,1,1
3706,,171,1,1
3707,,9,14,14
3708,,187,1,1
3709,,50,8,1
3710,,31,35,1
3711,,59,27,1
3712,,52,2,2
3713,,49,1,1
3714,,57,1,1
3715,,62,1,1
3716,,69,1,1
3717,,70,1,1
3718,,71,1,1
3719,,72,1,1
3720,,73,1,1
3721,,74,1,1
3722,,83,1,1
3723,,90,1,1
3724,,91,1,1
3725,,94,1,1
3726,,98,1,1
3727,,100,1,1
3728,,102,1,1
3729,,113,1,1
3730,,115,1,1
3731,,118,1,1
3732,,139,1,1
3733,,148,1,1
3734,,155,1,1
3735,,157,1,1
3736,,16,39,39
3737,,167,1,1
3738,,168,1,1
3739,,18,1,1
3740,,24,1,1
3741,,27,9,9
3742,,87,1,1
3743,,90,1,1
3744,,4,67,67
3745,,107,1,1
3746,,111,1,1
3747,,119,1,1
3748,,51,9,9
3749,,56,14,3
3750,,56,8,8
3751,,161,1,1
3752,,166,1,1
3753,,37,15,3
3754,,6,19,19
3755,,152,3,1
3756,,31,18,18
3757,,182,3,2
3758,,187,1,1
3759,,11,43,3
3760,,117,5,3
3761,,5,61,3
3762,,195,1,1
3763,,196,1,1
3764,,27,87,3
3765,,1,62,3
3766,,1,12,12
3767,,19,15,15
3768,,9,11,11
3769,,105,5,5
3770,,36,2,2
3771,,39,2,2
3772,,38,2,2
3773,,48,7,2
3774,,99,13,2
3775,,30,20,1
3776,,18,42,1
3777,,66,19,2
3778,,10,27,1
3779,,91,3,2
3780,,7,64,1
3781,,19,14,14
3782,,72,1,1
3783,,27,7,7
3784,,81,7,1
3785,,143,1,1
3786,,120,4,1
3787,,13,25,1
3788,,3,40,1
3789,,102,2,1
3790,,51,38,1
3791,,113,4,1
3792,,2,104,1
3793,,196,1,1
3794,,1,114,1
3795,,152,7,1
3796,,33,6,1
3797,,13,14,4
3798,,40,13,4
3799,,37,13,4
3800,,35,10,4
3801,,50,4,3
3802,,62,5,2
3803,,64,10,3
3804,,80,7,2
3805,,99,2,1
3806,,109,3,1
3807,,113,5,1
3808,,134,1,1
3809,,145,2,1
3810,,157,1,1
3811,,165,1,1
3812,,174,2,1
3813,,178,1,1
3814,,176,3,1
3815,,187,1,1
3816,,131,3,1
3817,,190,2,1
3818,,45,1,1
3819,,61,1,1
3820,,67,1,1
3821,,74,1,1
3822,,87,1,1
3823,,89,1,1
3824,,97,1,1
3825,,33,7,7
3826,,84,19,2
3827,,34,23,2
3828,,17,1,1
3829,,18,4,4
3830,,10,14,3
3831,,5,9,9
3832,,36,3,3
3833,,98,2,1
3834,,78,11,1
3835,,114,1,1
3836,,134,1,1
3837,,136,1,1
3838,,50,3,3
3839,,18,41,2
3840,,178,1,1
3841,,30,19,19
3842,,196,1,1
3843,,22,13,13
3844,,71,1,1
3845,,4,6,6
3846,,47,12,12
3847,,28,19,19
3848,,58,2,2
3849,,152,1,1
3850,,52,6,6
3851,,89,5,5
3852,,158,1,1
3853,,82,2,2
3854,,165,1,1
3855,,167,4,4
3856,,7,13,13
3857,,50,6,6
3858,,77,10,10
3859,,4,13,13
3860,,101,3,3
3861,,3,18,18
3862,,5,13,13
3863,,32,12,12
3864,,110,1,1
3865,,126,2,1
3866,,63,3,3
3867,,53,9,9
3868,,133,6,4
3869,,72,2,2
3870,,82,13,13
3871,,167,3,3
3872,,170,1,1
3873,,172,3,3
3874,,40,6,6
3875,,3,11,11
3876,,30,23,23
3877,,111,21,21
3878,,171,3,3
3879,,22,26,26
3880,,19,32,1
3881,,5,6,6
3882,,85,1,1
3883,,86,1,1
3884,,99,8,8
3885,,42,14,14
3886,,52,4,4
3887,,132,2,2
3888,,67,18,18
3889,,62,3,3
3890,,164,1,1
3891,,81,9,9
3892,,141,6,6
3893,,120,11,11
3894,,87,12,12
3895,,68,16,16
3896,,32,27,27
3897,,197,1,1
3898,,175,8,4
3899,,93,7,7
3900,,6,3,3
3901,,49,1,1
3902,,63,1,1
3903,,37,2,2
3904,,80,7,7
3905,,80,5,5
3906,,135,1,1
3907,,89,2,2
3908,,157,3,2
3909,,52,4,4
3910,,65,13,13
3911,,127,2,2
3912,,47,4,4
3913,,156,5,5
3914,,180,2,2
3915,,46,13,13
3916,,65,4,2
3917,,40,30,30
3918,,25,46,46
3919,,27,21,21
3920,,28,15,15
3921,,49,6,6
3922,,30,14,14
3923,,81,7,7
3924,,14,2,2
3925,,12,2,2
3926,,16,2,2
3927,,23,2,2
3928,,25,2,2
3929,,61,8,8
3930,,132,2,2
3931,,168,1,1
3932,,162,7,7
3933,,46,12,12
3934,,90,13,13
3935,,44,18,18
3936,,22,23,23
3937,,115,3,2
3938,,82,14,14
3939,,112,13,1
3940,,35,7,7
3941,,4,28,28
3942,,31,1,1
3943,,34,1,1
3944,,35,1,1
