TrendingID,TrendingDate,PeakRank,AppearancesOnChart,ConsecutiveAppearancesOnChart
3945,,43,1,1
3946,,56,1,1
3947,,3,7,7
3948,,48,5,5
3949,,119,11,11
3950,,69,6,6
3951,,157,1,1
3952,,180,1,1
3953,,90,12,12
3954,,81,17,17
3955,,13,8,8
3956,,4,42,1
3957,,52,1,1
3958,,8,24,24
3959,,66,9,9
3960,,108,1,1
3961,,129,1,1
3962,,132,1,1
3963,,69,5,5
3964,,87,3,3
3965,,17,7,7
3966,,28,31,31
3967,,112,12,12
3968,,94,6,6
3969,,55,45,3
3970,,153,2,2
3971,,31,10,10
3972,,17,34,34
3973,,18,39,39
3974,,24,29,29
3975,,57,2,2
3976,,119,9,9
3977,,151,1,1
3978,,82,4,4
3979,,25,29,29
3980,,104,12,12
3981,,112,3,3
3982,,66,21,21
3983,,4,28,28
3984,,6,66,1
3985,,199,1,1
3986,,64,18,18
3987,,70,3,3
3988,,106,6,6
3989,,140,1,1
3990,,143,1,1
3991,,58,3,3
3992,,157,1,1
3993,,19,5,5
3994,,169,1,1
3995,,150,3,3
3996,,9,13,13
3997,,64,17,17
3998,,13,52,1
3999,,81,2,2
4000,,3,18,18
4001,,35,2,2
4002,,65,7,7
4003,,111,1,1
4004,,82,9,9
4005,,114,1,1
4006,,78,7,7
4007,,32,8,8
4008,,54,4,4
4009,,111,14,14
4010,,19,23,23
4011,,97,12,12
4012,,181,1,1
4013,,22,4,4
4014,,57,15,15
4015,,27,4,4
4016,,25,4,4
4017,,18,31,31
4018,,70,25,25
4019,,1,51,51
4020,,78,1,1
4021,,108,1,1
4022,,109,1,1
4023,,154,1,1
4024,,132,3,1
4025,,112,7,7
4026,,7,5,5
4027,,39,3,3
4028,,16,29,29
4029,,2,33,33
4030,,140,9,9
4031,,41,29,29
4032,,98,13,13
4033,,42,2,2
4034,,44,2,2
4035,,134,1,1
4036,,74,2,2
4037,,162,1,1
4038,,20,4,4
4039,,59,15,15
4040,,54,15,15
4041,,133,6,6
4042,,53,3,3
4043,,38,20,20
4044,,112,2,2
4045,,72,16,16
4046,,61,4,3
4047,,34,43,1
4048,,1,2,2
4049,,4,1,1
4050,,5,1,1
4051,,6,1,1
4052,,7,1,1
4053,,1,47,47
4054,,13,1,1
4055,,17,1,1
4056,,19,1,1
4057,,22,1,1
4058,,2,38,38
4059,,25,1,1
4060,,27,1,1
4061,,7,12,12
4062,,39,1,1
4063,,42,1,1
4064,,44,1,1
4065,,8,18,18
4066,,74,1,1
4067,,82,1,1
4068,,107,2,2
4069,,91,2,2
4070,,26,3,3
4071,,101,8,8
4072,,9,16,16
4073,,83,7,7
4074,,68,4,4
4075,,33,23,23
4076,,7,9,9
4077,,156,3,3
4078,,2,80,2
4079,,2,1,1
4080,,1,46,46
4081,,52,1,1
4082,,2,37,37
4083,,79,2,2
4084,,30,2,2
4085,,31,2,2
4086,,33,6,2
4087,,35,2,2
4088,,37,2,2
4089,,125,1,1
4090,,42,2,2
4091,,141,2,1
4092,,159,1,1
4093,,162,1,1
4094,,165,1,1
4095,,171,1,1
4096,,50,2,2
4097,,98,3,3
4098,,38,4,4
4099,,155,10,2
4100,,2,74,74
4101,,192,1,1
4102,,38,33,33
4103,,20,127,1
4104,,52,2,2
4105,,199,1,1
4106,,3,13,13
4107,,57,1,1
4108,,65,1,1
4109,,73,1,1
4110,,78,2,2
4111,,95,4,4
4112,,114,1,1
4113,,136,2,2
4114,,149,1,1
4115,,161,1,1
4116,,82,7,7
4117,,137,62,11
4118,,6,67,67
4119,,39,23,23
4120,,168,3,3
4121,,32,6,1
4122,,13,1,1
4123,,4,10,10
4124,,2,17,17
4125,,27,9,9
4126,,60,23,23
4127,,11,31,31
4128,,23,13,13
4129,,173,1,1
4130,,19,64,64
4131,,11,41,41
4132,,33,28,28
4133,,185,1,1
4134,,6,82,82
4135,,23,43,29
4136,,19,43,43
4137,,18,12,12
4138,,5,52,5
4139,,119,11,11
4140,,6,12,12
4141,,67,6,6
4142,,22,11,11
4143,,59,8,8
4144,,118,1,1
4145,,119,4,4
4146,,33,4,4
4147,,15,5,5
4148,,38,18,18
4149,,33,27,27
4150,,13,10,10
4151,,168,1,1
4152,,138,2,2
4153,,119,10,10
4154,,182,1,1
4155,,71,16,16
4156,,193,1,1
4157,,58,3,3
4158,,97,22,22
4159,,60,3,3
4160,,39,6,6
4161,,41,10,10
4162,,33,18,18
4163,,39,20,20
4164,,165,1,1
4165,,173,1,1
4166,,76,7,7
4167,,179,1,1
4168,,58,2,2
4169,,12,30,30
4170,,21,30,30
4171,,196,1,1
4172,,28,5,5
4173,,186,2,1
4174,,33,35,1
4175,,48,1,1
4176,,54,8,8
4177,,53,6,6
4178,,152,1,1
4179,,104,2,2
4180,,139,2,2
4181,,167,1,1
4182,,47,12,12
4183,,172,1,1
4184,,42,3,3
4185,,183,1,1
4186,,187,1,1
4187,,191,1,1
4188,,62,2,2
4189,,1,5,5
4190,,2,16,16
4191,,10,6,6
4192,,4,12,12
4193,,3,20,20
4194,,68,2,2
4195,,1,43,43
4196,,121,8,8
4197,,141,2,2
4198,,101,2,2
4199,,159,1,1
4200,,160,2,2
4201,,58,13,13
4202,,36,14,14
4203,,181,1,1
4204,,66,3,3
4205,,101,21,21
4206,,174,2,2
4207,,99,2,2
4208,,98,10,1
4209,,3,12,12
4210,,96,13,1
4211,,17,5,5
4212,,62,1,1
4213,,63,1,1
4214,,71,1,1
4215,,83,1,1
4216,,86,1,1
4217,,1,42,42
4218,,50,5,5
4219,,154,1,1
4220,,118,2,2
4221,,28,4,4
4222,,117,2,2
4223,,182,1,1
4224,,50,27,27
4225,,17,36,36
4226,,197,1,1
4227,,26,53,4
4228,,199,1,1
4229,,20,30,30
4230,,1,9,9
4231,,4,2,2
4232,,9,7,7
4233,,46,1,1
4234,,81,1,1
4235,,97,2,1
4236,,108,1,1
4237,,127,1,1
4238,,130,1,1
4239,,140,1,1
4240,,3,10,10
4241,,160,1,1
4242,,162,1,1
4243,,107,4,4
4244,,180,1,1
4245,,98,9,9
4246,,79,2,2
4247,,80,3,3
4248,,35,38,28
4249,,148,37,2
4250,,3,39,39
4251,,19,10,10
4252,,95,1,1
4253,,102,1,1
4254,,114,1,1
4255,,122,1,1
4256,,137,1,1
4257,,138,1,1
4258,,145,1,1
4259,,147,1,1
4260,,156,1,1
4261,,157,1,1
4262,,68,12,12
4263,,162,2,2
4264,,121,10,10
4265,,109,18,18
4266,,45,29,29
4267,,85,4,4
4268,,57,3,3
4269,,1,52,6
4270,,11,3,3
4271,,74,1,1
4272,,38,23,23
4273,,146,1,1
4274,,157,1,1
4275,,92,17,17
4276,,131,2,2
4277,,167,1,1
4278,,18,6,6
4279,,52,3,3
4280,,44,5,5
4281,,182,1,1
4282,,166,3,3
4283,,65,5,5
4284,,188,1,1
4285,,16,13,13
4286,,19,34,31
4287,,4,78,78
4288,,191,2,1
4289,,52,22,22
4290,,45,3,3
4291,,68,1,1
4292,,41,3,3
4293,,105,1,1
4294,,109,1,1
4295,,129,1,1
4296,,133,1,1
4297,,147,1,1
4298,,84,2,2
4299,,142,2,2
4300,,127,5,5
4301,,177,1,1
4302,,21,26,26
4303,,2,61,61
4304,,13,12,12
4305,,46,3,3
4306,,55,16,1
4307,,161,9,1
4308,,73,17,17
4309,,70,30,25
4310,,80,1,1
4311,,42,5,5
4312,,127,1,1
4313,,58,7,1
4314,,35,4,4
4315,,62,4,4
4316,,154,1,1
4317,,16,47,5
4318,,158,1,1
4319,,160,1,1
4320,,65,7,4
4321,,140,5,5
4322,,178,1,1
4323,,18,87,6
4324,,59,17,17
4325,,192,1,1
4326,,47,4,4
4327,,135,4,4
4328,,19,47,47
4329,,200,1,1
4330,,4,9,9
4331,,2,14,14
4332,,44,7,7
4333,,108,1,1
4334,,122,1,1
4335,,6,55,55
4336,,137,1,1
4337,,144,1,1
4338,,149,1,1
4339,,34,7,7
4340,,161,1,1
4341,,164,1,1
4342,,169,1,1
4343,,122,5,5
4344,,181,1,1
4345,,25,3,3
4346,,42,4,4
4347,,57,5,5
4348,,22,25,1
4349,,11,42,42
4350,,4,8,8
4351,,98,3,3
4352,,42,3,3
4353,,92,13,13
4354,,132,6,5
4355,,94,2,2
4356,,149,1,1
4357,,21,13,13
4358,,140,4,3
4359,,168,1,1
4360,,44,2,2
4361,,20,15,15
4362,,149,6,6
4363,,188,1,1
4364,,26,37,37
4365,,97,13,13
4366,,136,3,1
4367,,17,8,8
4368,,4,67,1
4369,,200,1,1
4370,,27,7,7
4371,,51,1,1
4372,,58,1,1
4373,,64,1,1
4374,,67,1,1
4375,,69,1,1
4376,,74,1,1
4377,,103,1,1
4378,,11,28,28
4379,,110,1,1
4380,,115,1,1
4381,,119,1,1
4382,,139,1,1
4383,,137,3,3
4384,,151,1,1
4385,,31,5,5
4386,,59,2,2
4387,,116,5,5
4388,,168,1,1
4389,,86,3,1
4390,,170,1,1
4391,,176,1,1
4392,,66,4,4
4393,,191,1,1
4394,,2,3,3
4395,,18,19,19
4396,,18,11,11
4397,,124,1,1
4398,,58,6,6
4399,,139,1,1
4400,,152,3,3
4401,,29,16,16
4402,,104,10,10
4403,,58,11,11
4404,,178,2,2
4405,,183,1,1
4406,,68,34,20
4407,,53,36,36
4408,,46,7,1
4409,,143,4,4
4410,,104,3,3
4411,,23,7,7
4412,,122,2,2
4413,,114,21,2
4414,,23,34,34
4415,,37,27,27
4416,,78,4,2
4417,,3,1,1
4418,,17,10,10
4419,,24,55,55
4420,,154,4,4
4421,,79,2,2
4422,,25,9,9
4423,,121,2,2
4424,,7,51,1
4425,,31,6,6
4426,,92,10,10
4427,,30,40,40
4428,,164,2,2
4429,,35,46,46
4430,,12,46,1
4431,,49,1,1
4432,,62,3,3
4433,,34,25,25
4434,,12,41,41
4435,,73,7,7
4436,,99,3,3
4437,,23,5,5
4438,,138,1,1
4439,,159,1,1
4440,,75,3,1
4441,,37,5,5
4442,,148,7,7
4443,,131,6,6
4444,,148,6,6
4445,,158,4,4
4446,,74,23,23
4447,,33,3,3
4448,,116,14,14
4449,,31,1,1
4450,,33,11,11
4451,,81,9,9
4452,,34,2,2
4453,,120,1,1
4454,,37,2,2
4455,,49,2,2
4456,,88,2,2
4457,,51,2,2
4458,,76,4,4
4459,,100,3,3
4460,,34,33,33
4461,,8,49,49
4462,,35,6,6
4463,,129,6,6
4464,,105,2,2
4465,,63,10,10
4466,,126,4,4
4467,,1,43,43
4468,,139,5,2
4469,,16,27,27
4470,,8,53,2
4471,,71,1,1
4472,,34,4,4
4473,,160,2,2
4474,,119,5,5
4475,,60,2,2
4476,,114,19,16
4477,,40,4,4
4478,,73,8,8
4479,,179,1,1
4480,,3,25,25
4481,,130,9,9
4482,,156,14,14
4483,,196,1,1
4484,,37,13,1
4485,,52,11,11
4486,,93,1,1
4487,,102,1,1
4488,,106,1,1
4489,,121,1,1
4490,,112,2,2
4491,,139,1,1
4492,,141,1,1
4493,,52,2,2
4494,,150,1,1
4495,,160,1,1
4496,,162,1,1
4497,,118,4,4
4498,,179,1,1
4499,,182,1,1
4500,,71,22,22
4501,,185,1,1
4502,,93,3,3
4503,,130,2,2
4504,,185,3,3
4505,,46,24,24
4506,,193,1,1
4507,,196,1,1
4508,,73,22,15
4509,,12,76,1
4510,,91,16,15
4511,,86,2,2
4512,,17,8,8
4513,,34,4,4
4514,,33,8,8
4515,,34,2,2
4516,,112,1,1
4517,,20,4,4
4518,,125,1,1
4519,,80,2,2
4520,,107,6,6
4521,,50,5,5
4522,,96,2,2
4523,,48,7,7
4524,,5,8,8
4525,,56,14,14
4526,,180,1,1
4527,,110,14,14
4528,,7,8,8
4529,,29,28,28
4530,,139,3,3
4531,,59,24,24
4532,,47,4,4
4533,,162,6,6
4534,,50,22,22
4535,,18,40,40
4536,,19,80,1
4537,,2,9,9
4538,,15,4,4
4539,,12,23,23
4540,,93,1,1
4541,,97,1,1
4542,,117,1,1
4543,,67,2,2
4544,,131,1,1
4545,,154,1,1
4546,,111,2,2
4547,,8,7,7
4548,,8,15,15
4549,,167,5,5
4550,,180,1,1
4551,,65,6,6
4552,,66,6,6
4553,,191,1,1
4554,,57,14,14
4555,,28,23,23
4556,,75,2,2
4557,,9,7,7
4558,,11,29,23
4559,,12,35,35
4560,,59,2,2
4561,,91,13,12
4562,,78,2,2
4563,,156,1,1
4564,,158,1,1
4565,,38,14,14
4566,,106,3,3
4567,,173,1,1
4568,,82,2,2
4569,,133,3,3
4570,,63,16,12
4571,,37,21,21
4572,,32,67,4
4573,,41,28,12
4574,,181,2,1
4575,,47,1,1
4576,,99,1,1
4577,,133,2,2
4578,,135,2,2
4579,,152,1,1
4580,,154,1,1
4581,,166,1,1
4582,,158,5,5
4583,,11,5,5
4584,,54,3,3
4585,,63,4,4
4586,,188,1,1
4587,,27,25,25
4588,,2,26,26
4589,,14,27,27
4590,,195,1,1
4591,,6,57,57
4592,,1,20,20
4593,,20,3,3
4594,,79,1,1
4595,,106,1,1
4596,,118,1,1
4597,,129,1,1
4598,,145,1,1
4599,,149,3,3
4600,,14,4,4
4601,,172,1,1
4602,,124,17,10
4603,,17,27,27
4604,,71,14,14
4605,,10,91,10
4606,,191,1,1
4607,,88,8,2
4608,,68,27,27
4609,,1,26,26
4610,,197,1,1
4611,,12,15,15
4612,,33,17,17
4613,,119,1,1
4614,,21,3,3
4615,,31,5,5
4616,,24,3,3
4617,,151,1,1
4618,,159,1,1
4619,,46,6,6
4620,,166,4,4
4621,,171,1,1
4622,,120,2,2
4623,,128,2,2
4624,,175,1,1
4625,,176,1,1
4626,,177,1,1
4627,,124,4,4
4628,,89,24,24
4629,,190,1,1
4630,,8,71,4
4631,,66,3,3
4632,,2,33,33
4633,,37,6,6
4634,,73,1,1
4635,,65,2,2
4636,,12,6,6
4637,,32,8,7
4638,,136,5,5
4639,,2,27,27
4640,,115,3,3
4641,,16,19,3
4642,,77,13,13
4643,,83,7,7
4644,,52,35,35
4645,,45,29,29
4646,,192,1,1
4647,,10,11,11
4648,,25,38,8
4649,,126,1,1
4650,,98,4,4
4651,,84,3,3
4652,,52,4,4
4653,,2,30,30
4654,,176,1,1
4655,,177,1,1
4656,,74,7,7
4657,,3,57,2
4658,,57,6,6
4659,,192,1,1
4660,,95,10,10
4661,,183,2,1
4662,,164,3,3
4663,,22,18,18
4664,,1,3,3
4665,,1,14,14
4666,,79,1,1
4667,,8,8,8
4668,,125,1,1
4669,,133,1,1
4670,,69,23,23
4671,,6,13,13
4672,,81,2,2
4673,,47,7,7
4674,,34,25,6
4675,,11,49,6
4676,,165,2,2
4677,,11,37,6
4678,,9,51,6
4679,,191,1,1
4680,,5,68,1
4681,,55,3,3
4682,,66,5,5
4683,,59,15,15
4684,,21,14,5
4685,,163,1,1
4686,,139,4,4
4687,,87,8,5
4688,,121,15,5
4689,,187,1,1
4690,,66,12,12
4691,,1,21,5
4692,,1,42,5
4693,,112,10,6
4694,,134,1,1
4695,,50,12,12
4696,,115,6,6
4697,,171,1,1
4698,,9,49,4
4699,,129,5,3
4700,,106,3,3
4701,,22,38,4
4702,,86,2,2
4703,,3,48,4
4704,,98,18,4
4705,,197,1,1
4706,,39,72,1
4707,,79,2,2
4708,,154,1,1
4709,,12,35,3
4710,,176,1,1
4711,,153,3,3
4712,,56,23,23
4713,,178,2,1
4714,,105,4,4
4715,,27,14,3
4716,,30,29,3
4717,,151,3,3
4718,,20,27,3
4719,,83,3,3
4720,,47,10,2
4721,,20,6,1
4722,,1,32,1
4723,,27,20,1
4724,,26,6,2
4725,,15,25,1
4726,,40,8,1
4727,,10,6,6
4728,,147,2,1
4729,,154,1,1
4730,,163,1,1
4731,,2,19,1
4732,,140,2,1
4733,,168,3,1
4734,,4,34,1
4735,,18,64,1
4736,,45,17,1
4737,,193,1,1
4738,,18,36,1
4739,,25,25,1
4740,,21,8,4
4741,,23,11,5
4742,,35,6,4
4743,,40,9,4
4744,,64,7,4
4745,,96,3,2
4746,,135,1,1
4747,,141,1,1
4748,,161,1,1
4749,,168,1,1
4750,,177,1,1
4751,,184,1,1
4752,,188,1,1
4753,,189,1,1
4754,,190,1,1
4755,,193,1,1
4756,,195,1,1
4757,,97,1,1
4758,,138,1,1
4759,,26,2,2
4760,,199,1,1
4761,,5,8,8
4762,,3,9,9
4763,,39,1,1
4764,,52,1,1
4765,,56,1,1
4766,,59,1,1
4767,,70,1,1
4768,,76,1,1
4769,,125,4,2
4770,,48,3,3
4771,,23,12,12
4772,,126,5,2
4773,,88,6,6
4774,,27,29,1
4775,,17,14,14
4776,,4,21,21
4777,,3,30,30
4778,,6,4,4
4779,,2,20,20
4780,,26,12,12
4781,,34,4,4
4782,,99,1,1
4783,,83,7,7
4784,,18,8,2
4785,,120,1,1
4786,,123,1,1
4787,,132,2,2
4788,,136,1,1
4789,,96,2,2
4790,,52,6,6
4791,,162,1,1
4792,,165,1,1
4793,,87,5,5
4794,,103,20,20
4795,,174,1,1
4796,,82,11,2
4797,,48,30,30
4798,,191,1,1
4799,,75,3,3
4800,,78,10,10
4801,,195,1,1
4802,,197,1,1
4803,,25,8,2
4804,,8,28,28
4805,,54,4,4
4806,,26,6,6
4807,,149,1,1
4808,,79,3,3
4809,,45,14,14
4810,,84,17,17
4811,,65,4,4
4812,,63,9,2
4813,,144,3,3
4814,,173,1,1
4815,,150,7,7
4816,,112,18,18
4817,,168,3,3
4818,,97,7,6
4819,,115,11,11
4820,,199,1,1
4821,,30,9,9
4822,,133,1,1
4823,,108,14,14
4824,,124,8,8
4825,,170,1,1
4826,,39,24,24
4827,,66,18,18
4828,,84,11,11
4829,,53,12,12
4830,,162,3,3
4831,,23,9,9
4832,,175,6,6
4833,,158,3,3
4834,,81,20,1
4835,,134,2,2
4836,,25,5,5
4837,,40,2,2
4838,,23,8,8
4839,,54,2,2
4840,,63,2,2
4841,,119,2,1
4842,,124,1,1
4843,,126,1,1
4844,,130,1,1
4845,,132,2,2
4846,,138,1,1
4847,,140,1,1
4848,,142,1,1
4849,,151,1,1
4850,,165,1,1
4851,,150,5,5
4852,,186,1,1
4853,,191,1,1
4854,,192,1,1
4855,,25,9,9
4856,,2,8,8
4857,,20,16,16
4858,,12,23,23
4859,,52,2,2
4860,,84,1,1
4861,,97,1,1
4862,,105,1,1
4863,,129,2,2
4864,,133,1,1
4865,,145,1,1
4866,,116,2,2
4867,,66,16,16
4868,,160,1,1
4869,,73,19,19
4870,,23,14,6
4871,,4,6,6
4872,,156,3,3
4873,,179,1,1
4874,,42,15,15
4875,,47,15,15
4876,,191,1,1
4877,,175,4,4
4878,,96,11,4
4879,,197,1,1
4880,,37,19,19
4881,,23,6,6
4882,,34,12,12
4883,,73,18,18
4884,,128,1,1
4885,,140,1,1
4886,,96,2,2
4887,,5,61,61
4888,,129,5,4
4889,,179,1,1
4890,,93,13,13
4891,,183,2,2
4892,,67,14,14
4893,,19,5,5
4894,,56,33,33
4895,,20,32,32
4896,,190,1,1
4897,,51,14,14
4898,,168,3,3
4899,,24,28,28
4900,,196,1,1
4901,,197,1,1
4902,,198,1,1
4903,,22,37,37
4904,,7,6,6
4905,,62,7,7
4906,,81,1,1
4907,,123,1,1
4908,,132,1,1
4909,,37,2,2
4910,,141,1,1
4911,,120,7,7
4912,,75,6,6
4913,,76,4,3
4914,,3,8,8
4915,,174,1,1
4916,,175,1,1
4917,,180,1,1
4918,,181,1,1
4919,,6,4,4
4920,,34,79,2
4921,,196,1,1
4922,,197,1,1
4923,,14,8,8
4924,,9,46,2
4925,,12,5,5
4926,,41,7,7
4927,,68,1,1
4928,,80,1,1
4929,,2,67,67
4930,,144,1,1
4931,,138,3,3
4932,,160,1,1
4933,,161,1,1
4934,,13,3,3
4935,,80,14,14
4936,,134,5,5
4937,,3,78,1
4938,,31,35,35
4939,,2,16,16
4940,,63,2,2
4941,,70,27,27
4942,,170,2,2
4943,,63,21,21
4944,,88,16,16
4945,,51,60,1
4946,,3,44,1
4947,,112,9,9
4948,,143,57,1
4949,,26,2,2
4950,,59,3,1
4951,,113,5,5
4952,,121,1,1
4953,,79,3,1
4954,,23,2,2
4955,,129,1,1
4956,,132,1,1
4957,,139,1,1
4958,,142,5,5
4959,,145,1,1
4960,,149,1,1
4961,,111,5,1
4962,,29,2,2
4963,,153,1,1
4964,,158,1,1
4965,,115,7,7
4966,,91,3,1
4967,,171,1,1
4968,,172,1,1
4969,,178,1,1
4970,,111,7,7
4971,,186,1,1
4972,,43,6,5
4973,,192,1,1
4974,,12,6,6
4975,,119,6,6
4976,,36,7,7
4977,,47,1,1
4978,,49,3,3
4979,,62,1,1
4980,,66,1,1
4981,,68,1,1
4982,,69,1,1
4983,,79,1,1
4984,,89,1,1
4985,,98,1,1
4986,,104,1,1
4987,,105,1,1
4988,,25,16,16
4989,,118,1,1
4990,,127,1,1
4991,,128,1,1
4992,,139,1,1
4993,,143,1,1
4994,,147,1,1
4995,,162,1,1
4996,,71,4,4
4997,,177,1,1
4998,,181,1,1
4999,,7,5,5
5000,,192,1,1
5001,,84,22,22
5002,,165,6,6
5003,,87,12,12
5004,,76,10,10
5005,,16,4,4
5006,,91,2,2
5007,,157,1,1
5008,,42,7,7
5009,,109,7,7
5010,,173,1,1
5011,,52,22,22
5012,,178,1,1
5013,,179,1,1
5014,,19,30,30
5015,,29,28,28
5016,,183,1,1
5017,,136,2,2
5018,,158,8,8
5019,,97,5,4
5020,,194,2,2
5021,,130,4,1
5022,,197,1,1
5023,,22,35,35
5024,,71,2,2
5025,,23,3,3
5026,,111,2,2
5027,,28,3,3
5028,,129,1,1
5029,,138,1,1
5030,,141,1,1
5031,,95,9,9
5032,,39,3,3
5033,,88,8,8
5034,,59,4,4
5035,,176,1,1
5036,,153,11,11
5037,,7,17,17
5038,,149,18,4
5039,,29,5,5
5040,,54,7,7
5041,,82,1,1
5042,,107,1,1
5043,,110,1,1
5044,,44,2,2
5045,,88,7,7
5046,,37,2,2
5047,,20,25,25
5048,,101,5,5
5049,,150,1,1
5050,,162,1,1
5051,,45,2,2
5052,,169,1,1
5053,,11,11,11
5054,,177,1,1
5055,,182,2,2
5056,,42,18,18
5057,,15,20,20
5058,,147,20,9
5059,,7,26,26
5060,,198,1,1
5061,,76,25,25
5062,,166,5,1
5063,,28,3,3
5064,,50,2,2
5065,,75,6,1
5066,,42,17,17
5067,,160,1,1
5068,,81,18,18
5069,,2,28,1
5070,,22,12,12
5071,,43,36,36
5072,,77,9,9
5073,,179,3,3
5074,,17,51,51
5075,,22,5,5
5076,,194,1,1
5077,,155,3,3
5078,,119,1,1
5079,,45,2,2
5080,,127,1,1
5081,,51,2,2
5082,,137,1,1
5083,,48,3,3
5084,,91,8,8
5085,,52,2,2
5086,,97,8,8
5087,,158,1,1
5088,,160,1,1
5089,,14,10,1
5090,,172,1,1
5091,,19,4,4
5092,,71,4,4
5093,,35,4,4
5094,,27,4,4
5095,,182,1,1
5096,,37,10,10
5097,,111,4,4
5098,,191,1,1
5099,,4,38,38
5100,,28,21,21
5101,,199,1,1
5102,,25,8,8
5103,,53,1,1
5104,,60,1,1
5105,,65,2,1
5106,,68,1,1
5107,,70,1,1
5108,,77,1,1
5109,,91,1,1
5110,,63,13,13
5111,,91,4,4
5112,,167,1,1
5113,,9,31,31
5114,,28,3,3
5115,,25,3,3
5116,,185,1,1
5117,,47,10,10
5118,,66,12,12
5119,,57,18,18
5120,,7,40,40
5121,,52,24,24
5122,,129,15,15
5123,,194,1,1
5124,,2,5,5
5125,,2,17,17
5126,,111,1,1
5127,,7,21,21
5128,,32,2,2
5129,,129,2,2
5130,,58,11,1
5131,,41,2,2
5132,,46,2,2
5133,,145,1,1
5134,,52,2,2
5135,,157,1,1
5136,,47,2,2
5137,,66,15,15
5138,,3,11,11
5139,,172,1,1
5140,,173,1,1
5141,,176,1,1
5142,,43,2,2
5143,,93,5,4
5144,,180,1,1
5145,,58,9,9
5146,,52,11,11
5147,,22,6,6
5148,,20,45,17
5149,,38,24,24
5150,,27,16,16
5151,,67,1,1
5152,,22,8,8
5153,,66,2,2
5154,,179,2,1
5155,,33,40,40
5156,,76,13,13
5157,,34,20,20
5158,,7,56,10
5159,,109,11,11
5160,,21,47,47
5161,,141,2,2
5162,,24,9,9
5163,,88,5,5
5164,,112,5,5
5165,,43,31,31
5166,,58,2,2
5167,,107,6,6
5168,,132,3,3
5169,,79,9,8
5170,,63,11,10
5171,,167,5,4
5172,,6,5,5
5173,,58,15,15
5174,,65,29,29
5175,,21,46,46
5176,,160,3,3
5177,,50,22,22
5178,,15,62,62
5179,,24,23,23
5180,,1,57,57
5181,,30,29,2
5182,,9,5,5
5183,,48,10,7
5184,,22,52,1
5185,,119,8,8
5186,,108,7,7
5187,,5,62,1
5188,,75,5,2
5189,,19,21,21
5190,,122,1,1
5191,,19,4,4
5192,,148,1,1
5193,,157,1,1
5194,,59,2,2
5195,,102,3,3
5196,,79,2,2
5197,,169,14,2
5198,,51,15,15
5199,,4,13,13
5200,,75,26,26
5201,,160,8,8
5202,,1,3,3
5203,,2,3,3
5204,,1,3,3
5205,,1,26,26
5206,,1,15,15
5207,,7,8,8
5208,,11,3,3
5209,,6,3,3
5210,,16,76,76
5211,,9,3,3
5212,,8,64,64
5213,,19,3,3
5214,,34,3,3
5215,,40,3,3
5216,,8,3,3
5217,,12,3,3
5218,,31,3,3
5219,,18,3,3
5220,,86,5,4
5221,,39,3,3
5222,,24,3,3
5223,,71,5,5
5224,,38,3,3
5225,,134,5,5
5226,,111,8,3
5227,,51,49,39
5228,,107,2,2
5229,,35,3,3
5230,,146,4,1
5231,,3,9,9
5232,,4,9,9
